file_name,text,text_clean,feature
00c7f210-035a-4e57-ba49-6a643d07b52e.jpg,"REDDS ПИВНОЙ НАПИТОЖ 0,33Л CT/ BYT _x000C_",REDDS ПИВНОЙ НАПИТОЖ 033Л CT BYT _x000C_,0
00f4a973-06b5-4198-bcd1-0f15005165b2.jpg,"53M ж Сыр НОСН!_А!\!!_) sg, B _x000C_",53M ж Сыр НОСНА sg B _x000C_,0
010c29a1-b6c5-4455-8470-cc49555263e7.jpg,"| ИМУНЕЛЕ НЕО НАПИТОК NPORYKT БЕЗ В | КИсЛОМОЛОЧНЫЙ чюлочного mapa [ — | МУЛЬТИФРУКТ 1,2% 100Г | _x000C_", ИМУНЕЛЕ НЕО НАПИТОК NPORYKT БЕЗ В  КИсЛОМОЛОЧНЫЙ чюлочного mapa    МУЛЬТИФРУКТ 12 100Г  _x000C_,0
01b274f8-bd81-4b9c-95e9-1c6e51b1e842.jpg,"' Напиток MIN) ВАР мд 7, | _x000C_", Напиток MIN ВАР мд 7  _x000C_,0
02022236-9aaf-4589-979c-e1aa53baf3df.jpg,"ВОДКА СТОЛИЧНАЯ STOLICHNAYA 40% 0,5Л | _x000C_",ВОДКА СТОЛИЧНАЯ STOLICHNAYA 40 05Л  _x000C_,0
02218c8a-eff9-4851-b6f9-be3b7dd6ee46.jpg,ЯЙЦО СТОЛОВОЕ CI OWT BOKC _x000C_,ЯЙЦО СТОЛОВОЕ CI OWT BOKC _x000C_,0
02fca954-9c0d-4202-a434-d5c0dea93a2e.jpg,";_ KRONENB RG 1664 ROSE ПИВ HAN nw | МАЛИНА Hy Ф NACT 45% 0,45/1 _x000C_", KRONENB RG 1664 ROSE ПИВ HAN nw  МАЛИНА Hy Ф NACT 45 0451 _x000C_,0
0320e32a-c9f3-4ba0-843b-b1b89fe3f2c7.jpg,"папиток СТАРЫЙ МЕЛЬНИК 0.457 | | из БОЧОНКА ПШЕН.ЖИ8.4,9% ст/б А у — _x000C_",папиток СТАРЫЙ МЕЛЬНИК 0.457   из БОЧОНКА ПШЕН.ЖИ8.49 стб А у  _x000C_,0
03361e11-8f76-40f1-af23-eed59ec850b3.jpg,"' ВОДКА ПЯТЬ ОЗЕР 40% | 0,25/1 е 1 а@290 _x000C_", ВОДКА ПЯТЬ ОЗЕР 40  0251 е 1 а290 _x000C_,0
0356b327-0df4-40f9-97a4-adcb479aa9df.jpg,: аааа -на ОНО WOKONAA МОЛОЧчНЫЙ BABYFOX С МОЛ.НАЧ.45Г _x000C_, аааа на ОНО WOKONAA МОЛОЧчНЫЙ BABYFOX С МОЛ.НАЧ.45Г _x000C_,0
0377b75b-389e-4607-b94a-d4d672923828.jpg,STELLA ARTOIS ПИВО СВЕТЛОЕ ПАСТ 5% 044M 99.99 _x000C_,STELLA ARTOIS ПИВО СВЕТЛОЕ ПАСТ 5 044M 99.99 _x000C_,0
03842489-9472-4925-ac17-884a6b0d62f3.jpg,— — 2p WE Cresent Xe. ` B3M)K ТВОРОГ САВУШКИН 9% КЛИНОК 200F/180F _x000C_,  2p WE Cresent Xe.  B3MK ТВОРОГ САВУШКИН 9 КЛИНОК 200F180F _x000C_,0
0394fd3e-3195-40c2-ac74-727690a9cc17.jpg,БЗМЖ СЫР ТВОРОЖ.ВИОЛЕТТЕ СЛИВ.70% П/СТ 140Г КАРАТ 119” _x000C_,БЗМЖ СЫР ТВОРОЖ.ВИОЛЕТТЕ СЛИВ.70 ПСТ 140Г КАРАТ 119 _x000C_,0
03c4b061-0b19-47d0-89ff-d346e9ea10f4.jpg,Вино ГАНЧА АСТИ Cla | p.0Cc.G 0.75n car cy pte elite /У ee -_ a _x000C_,Вино ГАНЧА АСТИ Cla  p.0Cc.G 0.75n car cy pte elite У ee  a _x000C_,0
03de26f2-4b40-4a09-a914-18a8b345df2b.jpg,"— Bona СВЯТОЙ ИСТОЧНИК 0.51 ""| ! - | . . ners ae - _x000C_", Bona СВЯТОЙ ИСТОЧНИК 0.51     . . ners ae  _x000C_,0
05de6b7d-1cda-43b1-8a06-a41fcac1077c.jpg,= ~'VAKG NEMIROFF : горькая 0.5л _ и wen ‚ РО | УКРАИ Ь МЕДОВАЯ С ГЕРЦЕМ 30% _ | . 2 | . _x000C_, VAKG NEMIROFF  горькая 0.5л  и wen  РО  УКРАИ Ь МЕДОВАЯ С ГЕРЦЕМ 30   . 2  . _x000C_,0
0668c2ff-29b4-42ed-9e1b-0e441150bb5f.jpg,Шоколод РОССИЯ-ЩЕДРАЯ ДУША 82г . ALO) DIC ок НН Ц. KOM a es _x000C_,Шоколод РОССИЯЩЕДРАЯ ДУША 82г . ALO DIC ок НН Ц. KOM a es _x000C_,0
06a0dd8d-866d-4061-8a5f-83c7c49293e0.jpg,— NUTELLA IMAC} A OPEX 180F | _x000C_, NUTELLA IMAC A OPEX 180F  _x000C_,0
07023cf8-f47d-4b04-a359-bbf2ec0029d8.jpg,Joes KRONENE OURG 0.46n | | _x000C_,Joes KRONENE OURG 0.46n   _x000C_,0
07babc9e-3b8d-48f1-84a8-52cc5fb65d1d.jpg,ППипо СТЕЛЛА АРТУА В nm BAN _ _x000C_,ППипо СТЕЛЛА АРТУА В nm BAN  _x000C_,0
08915952-374f-44d5-8b07-cc4e8e06b847.jpg,В: ® Пипо ЖИГУЛЕВСКОЕ — „й } OCUSOE Oty С светлое 4% ж/б ‚ _x000C_,В  Пипо ЖИГУЛЕВСКОЕ  й  OCUSOE Oty С светлое 4 жб  _x000C_,0
09c52bc7-4c9e-45f3-a9c5-36d5cf133420.jpg,ALPEN GOLD ШОКОЛАД МОЛОЧНЫЙ ФУНДУК И ИЗЮМ 90/88Г ФЛУ П _x000C_,ALPEN GOLD ШОКОЛАД МОЛОЧНЫЙ ФУНДУК И ИЗЮМ 9088Г ФЛУ П _x000C_,0
0a5cd315-e923-4b84-ba9c-befa8c2f506d.jpg,—CoK ФРУТОНЯНЯ детский — ) ! 500mn Ob ee Ce e me Ce Re fee ‹ ала ры _x000C_,CoK ФРУТОНЯНЯ детский    500mn Ob ee Ce e me Ce Re fee  ала ры _x000C_,0
0ac217e2-f31b-4090-ab2e-24c870a13390.jpg,`-`— i | Swpqe fet: tS ish om mas питьевая 0.5n минер лечебно столовая Tt ОАа _x000C_, i  Swpqe fet tS ish om mas питьевая 0.5n минер лечебно столовая Tt ОАа _x000C_,0
0acdc5af-bdda-4a6a-bc96-8544ea797c16.jpg,f py ЖЕЛТАЯ bOUKA 0 5л | 8 _x000C_,f py ЖЕЛТАЯ bOUKA 0 5л  8 _x000C_,0
0bf38068-60aa-4d99-b62c-7cc6625b6d95.jpg,_ — lll - Изделие ОРИОН ЧОКО ПАЙ | 180¢ 63 АКЦИМ KOHDMT myuHoe в глаз. с 06.906 oo” _x000C_,  lll  Изделие ОРИОН ЧОКО ПАЙ  180 63 АКЦИМ KOHDMT myuHoe в глаз. с 06.906 oo _x000C_,0
0c25d6d2-6e0e-44fe-932e-e4dbd9527868.jpg,"Вода РЫЧАЛ-СУ минеральная О,бл | МОЛа SEs. my a aa | _x000C_",Вода РЫЧАЛСУ минеральная Обл  МОЛа SEs. my a aa  _x000C_,0
0cbca6f9-7060-4429-9d82-fe9e71218465.jpg,"`СТАРЫЙ МЕЛЬНИК ИЗ 7очонкд ПИВО СВЕТ МЯГ MACT4,3%0,45/1 СТ/ BYT _x000C_",СТАРЫЙ МЕЛЬНИК ИЗ 7очонкд ПИВО СВЕТ МЯГ MACT430451 СТ BYT _x000C_,0
0cc082a8-924a-4633-90c3-9ba93d423b92.jpg,—7 552 CRANE oF  ee 49  ирис М Звг  anh шоколадом ee OD _x000C_,7 552 CRANE oF  ee 49  ирис М Звг  anh шоколадом ee OD _x000C_,0
0d8a8d9a-0059-451e-a952-f1ca3950d49b.jpg,БРЕСТ- пктовск CbIP п te i | er aaciV 45% 200F n/ yr Pr ee Pn’ ig Н _x000C_,БРЕСТ пктовск CbIP п te i  er aaciV 45 200F n yr Pr ee Pn ig Н _x000C_,0
0d8d4291-ea13-4dab-8e81-7083860908b9.jpg,Пиво FAXE PREMIUM 0.45n В _x000C_,Пиво FAXE PREMIUM 0.45n В _x000C_,0
0de472ed-f096-4b10-895d-6d0cdf5b3be6.jpg,| ВОДКА ПЯТЬ ОЗЕР 40% 1/1 _x000C_, ВОДКА ПЯТЬ ОЗЕР 40 11 _x000C_,0
0e6db2d4-30b6-40f3-9475-d9ba657f11c8.jpg,‹?Ё:‚УЯОНЯНЯ ДЕТСКАЯ ВОДА АРТЕЗ НЕГАЗ _x000C_,ЁУЯОНЯНЯ ДЕТСКАЯ ВОДА АРТЕЗ НЕГАЗ _x000C_,0
0f07dda2-1bcd-4cb5-aa8c-32ce82d10bee.jpg,"Комьяк зОолоОтоЙ РЕЗЕРВ № ©0.25л ‹ ""0 # eh “ч _x000C_",Комьяк зОолоОтоЙ РЕЗЕРВ  0.25л  0  eh ч _x000C_,0
0f6aaef1-8287-4fc2-95b3-b0ef81ebb8ea.jpg,| Настойка НАКИ ТОМПСОН 0 Sn | SEN AWIR АНАр Lr Ae 2 | Se ee _x000C_, Настойка НАКИ ТОМПСОН 0 Sn  SEN AWIR АНАр Lr Ae 2  Se ee _x000C_,0
0fa373b1-fbcb-45e1-95b8-b13fb978e71d.jpg,НИВО ЖАТЕЦКИЙ СЬ ( 4е ' _x000C_,НИВО ЖАТЕЦКИЙ СЬ  4е  _x000C_,0
0ff2f580-7fea-4b7b-a25c-88588f6c86d4.jpg,SHA ШОКОЛАД МОЛОЧНЫЙ 90/85Г | Рч 110 an _x000C_,SHA ШОКОЛАД МОЛОЧНЫЙ 9085Г  Рч 110 an _x000C_,0
104e63ac-139c-4fe8-9944-2e6a3b5977b2.jpg,"ВОДКА XOPTA ОСОБАЯ СЕРЕБРЯНАЯ ПРОХЛАДА 40% 0,77 aay mAh _x000C_",ВОДКА XOPTA ОСОБАЯ СЕРЕБРЯНАЯ ПРОХЛАДА 40 077 aay mAh _x000C_,0
10b41711-6a8f-4e27-b4f2-ff60963cd7ec.jpg,Водка 'ЗИМНЯЯ — _`-___.` /іП'НП›н‚›‚ Л (› //_ _x000C_,Водка ЗИМНЯЯ  . ПНПн Л   _x000C_,0
11199ce5-7dbc-4a64-9840-fde887b1b9a0.jpg,NESCAFE GoLp KOE СУБЛИМ С | МОЛОТЫМ 190г CT/5 —а & э _x000C_,NESCAFE GoLp KOE СУБЛИМ С  МОЛОТЫМ 190г CT5 а  э _x000C_,0
113aa698-b051-43fc-8591-9a2ad10683aa.jpg,"— БАЛТИКА N23 КЛАСС ПИВО CBET ФИЛ ПАСТ 48% 0,65Л  _ ap a _x000C_", БАЛТИКА N23 КЛАСС ПИВО CBET ФИЛ ПАСТ 48 065Л   ap a _x000C_,0
1170f226-41e1-4356-afe2-0fa9e70faab4.jpg,"пдРТОФ.ПЮРЕ Б/П Ролл 'ОН Мяс HOW ВКУС acy, о — N _x000C_",пдРТОФ.ПЮРЕ БП Ролл ОН Мяс HOW ВКУС acy о  N _x000C_,0
118452f7-0214-4be1-8781-e6ef6388415d.jpg,СЕМЕЧКИ ОТ МАРТИНА ‘ЭТБОРНЫЕ С MOPCK.CONbIO 100F ey ee lCi——t—t— _x000C_,СЕМЕЧКИ ОТ МАРТИНА ЭТБОРНЫЕ С MOPCK.CONbIO 100F ey ee lCitt _x000C_,0
11a99885-9a1c-4164-abf7-424a5340eeca.jpg,"Водка АРХАНГЕЛЬСКАЯ 0.25л "" fe 62 ОЬ ЛС Yael fl Г) МИ М А у ГО _x000C_",Водка АРХАНГЕЛЬСКАЯ 0.25л  fe 62 ОЬ ЛС Yael fl Г МИ М А у ГО _x000C_,0
11e13ac3-3d50-4eca-9a25-d02ec8db695b.jpg,"КОНЬЯК СТАРЕЙШИНА 5 NET 40% 0,5Л _x000C_",КОНЬЯК СТАРЕЙШИНА 5 NET 40 05Л _x000C_,0
11e3e555-46e1-4695-bb3d-5f536ae048ab.jpg,Вино КАЗА ДЕФРА ПРОСЕККО () ;‹….| _x000C_,Вино КАЗА ДЕФРА ПРОСЕККО  . _x000C_,0
12d14197-17a5-456a-8015-32275b62d2d2.jpg,ППиво ZATECKY GUS 0 45p _x000C_,ППиво ZATECKY GUS 0 45p _x000C_,0
136d3883-e366-49e0-8b89-1d2e5d7352a1.jpg,"EEN SS — — — | ь ]  ВИНО КАХУРИ ЦИНАНДАЛИ БЕЛОЕ СУХОЕ В  | 0,75Л (ГРУЗИЯ) К _x000C_",EEN SS     ь   ВИНО КАХУРИ ЦИНАНДАЛИ БЕЛОЕ СУХОЕ В   075Л ГРУЗИЯ К _x000C_,0
137a2e91-3d59-4cd9-86f5-0e83a52de490.jpg,- нн ee Водка ТАЛКА 40% 0.5n _x000C_, нн ee Водка ТАЛКА 40 0.5n _x000C_,0
138fdeb8-2198-43cc-80ea-3e5abab47696.jpg,"ПИВ.НАП.МИЛЛЕР ДЖЕН. ДРАФТ АЛК.4,7% С/Б 0,47Л р Щ р” < Bn < _x000C_",ПИВ.НАП.МИЛЛЕР ДЖЕН. ДРАФТ АЛК.47 СБ 047Л р Щ р  Bn  _x000C_,0
13940d02-31c1-4e27-9c2b-a49989bee640.jpg,PERFECT FIT KOPM Find КОШ С ЧУВСТВ ПИЩЕВАР ИНДЕИКА В СОУСЕ 75Г _ @а& В я е` _x000C_,PERFECT FIT KOPM Find КОШ С ЧУВСТВ ПИЩЕВАР ИНДЕИКА В СОУСЕ 75Г  а В я е _x000C_,0
1471bdc8-048e-4718-a75a-245e814fe3e1.jpg,"ВИНО ИГРИСТОЕ BEAU DE FRANCE БЕЛО | БРЮТ 0,75Л (ФРАНЦИЯ) Ё _x000C_",ВИНО ИГРИСТОЕ BEAU DE FRANCE БЕЛО  БРЮТ 075Л ФРАНЦИЯ Ё _x000C_,0
14f5fb25-7998-4b99-a165-9db0355b36c2.jpg,— эапапиолалллллолилилолллололИ БатончиК “TWIX oKonapHelt _x000C_, эапапиолалллллолилилолллололИ БатончиК TWIX oKonapHelt _x000C_,0
1528d5a0-a450-4d74-b301-393b3fc61a66.jpg,"%МКА БЕЛАЯ БЕРЕЗКА 40% 0,5Nn (РОССИЯ) _x000C_",МКА БЕЛАЯ БЕРЕЗКА 40 05Nn РОССИЯ _x000C_,0
153506f8-df6b-4be3-8d97-71cd4a42c1cb.jpg,"__-_-\\.-.--.-__-__ NUBO ТУБОРГ ГРин CBETNOF AIK 4 61 ""/Б 1357 _x000C_",... NUBO ТУБОРГ ГРин CBETNOF AIK 4 61 Б 1357 _x000C_,0
1557b7e8-e170-493f-87a5-a79b4abf73dd.jpg,EE | ОЧАКОВСКИЙ KBAC 2/1 _x000C_,EE  ОЧАКОВСКИЙ KBAC 21 _x000C_,0
1559b634-7b05-46dd-a1d9-bb8ed16ec34d.jpg,ЧАЙ MONO AH MANTOU ca ВКУСО л AVAIL Co bac bie BG ys a _x000C_,ЧАЙ MONO AH MANTOU ca ВКУСО л AVAIL Co bac bie BG ys a _x000C_,0
15847b8b-68c0-476b-ac85-cc6464be8e38.jpg,"1 Шоколадное яйцо — …ш…““""…“""… | Киндер дакси 188!'. _ 4008400230726 _x000C_",1 Шоколадное яйцо  ш  Киндер дакси 188.  4008400230726 _x000C_,0
16170888-4e8e-447b-a757-160261b61fc4.jpg,"ESSA ПИВНОЙ НАПИТОК ДЫНЯ/ КЛУБНИКА ПАСТ 65% 0,4/1 CH БУТ _x000C_",ESSA ПИВНОЙ НАПИТОК ДЫНЯ КЛУБНИКА ПАСТ 65 041 CH БУТ _x000C_,0
1647e256-a937-4d3e-a4a6-89e45f31eb81.jpg,"В БЕКОН C/K В/У HAP 200г "" ВЕЛКОМ і и ЭБа90 _x000C_",В БЕКОН CK ВУ HAP 200г  ВЕЛКОМ  и ЭБа90 _x000C_,0
165bde44-a604-4cb7-96c7-5036be7640ce.jpg,"__— | Каромель CHUPA CHUPS 15, | en Som OL Oe _x000C_",  Каромель CHUPA CHUPS 15  en Som OL Oe _x000C_,0
16a1b08c-b0e1-4c37-bd69-2b596eed94b4.jpg,виНО КАДРЯНОЧКА ШАРДОНЕ CT. BEN. N/CAT/N AN _x000C_,виНО КАДРЯНОЧКА ШАРДОНЕ CT. BEN. NCATN AN _x000C_,0
16c82dfa-08ae-4edf-a535-c860afb4e7d6.jpg,"Сок Я ГРЕЙПФРУТОВЫЙ 0,97л С MAK OTRO AIK Детского питания _x000C_",Сок Я ГРЕЙПФРУТОВЫЙ 097л С MAK OTRO AIK Детского питания _x000C_,0
